CEP,CEP_Formatado,UF,Cidade_Referencia,Regiao
78250-000,78250000,SP,São Paulo,Sudeste
38612-287,38612287,SP,São Paulo,Sudeste
29980-000,29980000,SP,Santos,Sudeste
90880-460,90880460,SP,São Paulo,Sudeste
42803-027,42803027,SP,São José dos Campos,Sudeste
29166-700,29166700,SP,Santos,Sudeste
90660-060,90660060,SP,São Paulo,Sudeste
69053-010,69053010,SP,São Paulo,Sudeste
90430-131,90430131,SP,São Paulo,Sudeste
06764-190,6764190,SP,Sorocaba,Sudeste
06815-140,6815140,SP,São Paulo,Sudeste
93020-560,93020560,SP,São Paulo,Sudeste
13060-113,13060113,SP,São Paulo,Sudeste
89225-650,89225650,SP,São Paulo,Sudeste
07055-170,7055170,SP,Santos,Sudeste
04649-050,4649050,SP,Santos,Sudeste
98975-000,98975000,SP,São Paulo,Sudeste
52050-565,52050565,SP,São Paulo,Sudeste
04567-000,4567000,SP,Campinas,Sudeste
04076-000,4076000,SP,São Paulo,Sudeste
69903-064,69903064,SP,São Paulo,Sudeste
03212-010,3212010,SP,Ribeirão Preto,Sudeste
87303-252,87303252,SP,São Paulo,Sudeste
12913-020,12913020,SP,São Paulo,Sudeste
03925-010,3925010,SP,São Paulo,Sudeste
01330-000,1330000,SP,São Paulo,Sudeste
85200-005,85200005,SP,São Paulo,Sudeste
42809-334,42809334,SP,São Paulo,Sudeste
21235-113,21235113,SP,São Paulo,Sudeste
04224-010,4224010,SP,São Paulo,Sudeste
11410-350,11410350,SP,São Paulo,Sudeste
88345-656,88345656,SP,São Paulo,Sudeste
05877-360,5877360,SP,São Paulo,Sudeste
88750-000,88750000,SP,São Paulo,Sudeste
06454-000,6454000,SP,São Paulo,Sudeste
54230-401,54230401,SP,São Paulo,Sudeste
41195-089,41195089,SP,São Paulo,Sudeste
30622-000,30622000,SP,Sorocaba,Sudeste
53050-260,53050260,SP,São Paulo,Sudeste
29032-774,29032774,SP,São Paulo,Sudeste
05093-050,5093050,SP,São Paulo,Sudeste
88840-000,88840000,SP,São Paulo,Sudeste
32677-046,32677046,SP,São Paulo,Sudeste
77060-320,77060320,SP,São Paulo,Sudeste
13417-645,13417645,SP,São Paulo,Sudeste
09020-240,9020240,SP,São Paulo,Sudeste
75805-853,75805853,SP,São Paulo,Sudeste
38061-000,38061000,SP,São Paulo,Sudeste
09271-670,9271670,SP,São Paulo,Sudeste
35404-269,35404269,SP,São Paulo,Sudeste
07173-360,7173360,SP,São Paulo,Sudeste
13480-180,13480180,SP,Ribeirão Preto,Sudeste
74315-340,74315340,SP,Santos,Sudeste
03124-021,3124021,SP,Campinas,Sudeste
30421-151,30421151,SP,São Paulo,Sudeste
38810-000,38810000,SP,São Paulo,Sudeste
50870-270,50870270,SP,São Paulo,Sudeste
53130-440,53130440,SP,São Paulo,Sudeste
79130-000,79130000,SP,São José dos Campos,Sudeste
95650-000,95650000,SP,Campinas,Sudeste
71693-313,71693313,SP,São Paulo,Sudeste
09792-400,9792400,SP,São Paulo,Sudeste
18074-380,18074380,SP,São Paulo,Sudeste
76821-644,76821644,SP,São Paulo,Sudeste
22071-001,22071001,SP,São Paulo,Sudeste
06149-201,6149201,SP,São Paulo,Sudeste
25275-628,25275628,SP,São Paulo,Sudeste
14416-436,14416436,SP,Campinas,Sudeste
09750-225,9750225,SP,Santos,Sudeste
21930-230,21930230,SP,São Paulo,Sudeste
06142-100,6142100,SP,Santos,Sudeste
05831-315,5831315,SP,São Paulo,Sudeste
45204-072,45204072,SP,Santos,Sudeste
13400-300,13400300,SP,São Paulo,Sudeste
01250-010,1250010,SP,São Paulo,Sudeste
89580-000,89580000,SP,São Paulo,Sudeste
37555-102,37555102,SP,São Paulo,Sudeste
97095-460,97095460,SP,Santos,Sudeste
75096-270,75096270,SP,São Paulo,Sudeste
06539-240,6539240,SP,São Paulo,Sudeste
63050-215,63050215,SP,São Paulo,Sudeste
88115-251,88115251,SP,São Paulo,Sudeste
06604-210,6604210,SP,Ribeirão Preto,Sudeste
68795-000,68795000,SP,Sorocaba,Sudeste
89600-000,89600000,SP,Santos,Sudeste
30441-042,30441042,SP,São Paulo,Sudeste
22452-610,22452610,SP,São Paulo,Sudeste
13087-690,13087690,SP,São José dos Campos,Sudeste
09561-030,9561030,SP,São Paulo,Sudeste
01530-080,1530080,SP,São Paulo,Sudeste
66035-415,66035415,SP,Ribeirão Preto,Sudeste
72001-796,72001796,SP,São Paulo,Sudeste
01511-010,1511010,SP,São Paulo,Sudeste
38190-000,38190000,SP,São Paulo,Sudeste
41218-089,41218089,SP,São Paulo,Sudeste
93052-855,93052855,SP,Campinas,Sudeste
13218-682,13218682,SP,São Paulo,Sudeste
69903-343,69903343,SP,Sorocaba,Sudeste
88390-000,88390000,SP,São Paulo,Sudeste
42803-113,42803113,SP,São Paulo,Sudeste
02461-003,2461003,SP,São Paulo,Sudeste
69103-136,69103136,SP,São Paulo,Sudeste
05724-030,5724030,SP,São Paulo,Sudeste
14781-449,14781449,SP,São Paulo,Sudeste
41180-635,41180635,SP,São Paulo,Sudeste
03227-085,3227085,SP,São Paulo,Sudeste
29166-540,29166540,SP,São Paulo,Sudeste
05077-000,5077000,SP,São Paulo,Sudeste
76900-198,76900198,SP,São Paulo,Sudeste
76630-000,76630000,SP,São Paulo,Sudeste
09080-001,9080001,SP,São Paulo,Sudeste
37273-000,37273000,SP,Santos,Sudeste
37555-138,37555138,SP,São Paulo,Sudeste
35603-000,35603000,SP,São Paulo,Sudeste
88065-090,88065090,SP,São Paulo,Sudeste
29785-000,29785000,SP,São Paulo,Sudeste
51021-550,51021550,SP,São Paulo,Sudeste
69086-734,69086734,SP,São Paulo,Sudeste
03935-000,3935000,SP,São Paulo,Sudeste
11533-210,11533210,SP,São Paulo,Sudeste
91280-160,91280160,SP,São Paulo,Sudeste
08260-370,8260370,SP,São Paulo,Sudeste
88161-630,88161630,SP,São Paulo,Sudeste
05037-055,5037055,SP,São Paulo,Sudeste
05886-610,5886610,SP,São Paulo,Sudeste
38610-120,38610120,SP,São Paulo,Sudeste
02169-020,2169020,SP,São José dos Campos,Sudeste
28623-530,28623530,SP,São Paulo,Sudeste
72300-505,72300505,SP,São Paulo,Sudeste
94475-222,94475222,SP,São Paulo,Sudeste
80420-200,80420200,SP,Sorocaba,Sudeste
16305-512,16305512,SP,São Paulo,Sudeste
02998-050,2998050,SP,São Paulo,Sudeste
29146-547,29146547,SP,Sorocaba,Sudeste
93025-528,93025528,SP,São Paulo,Sudeste
03282-001,3282001,SP,São Paulo,Sudeste
85810-030,85810030,SP,São Paulo,Sudeste
29042-540,29042540,SP,São Paulo,Sudeste
58053-028,58053028,SP,São Paulo,Sudeste
13206-305,13206305,SP,Santos,Sudeste
13332-201,13332201,SP,São Paulo,Sudeste
85160-000,85160000,SP,São Paulo,Sudeste
18408-450,18408450,SP,Campinas,Sudeste
03127-175,3127175,SP,Santos,Sudeste
95032-000,95032000,SP,São Paulo,Sudeste
05033-001,5033001,SP,Sorocaba,Sudeste
28990-872,28990872,SP,São Paulo,Sudeste
89227-447,89227447,SP,São Paulo,Sudeste
13320-241,13320241,SP,Sorocaba,Sudeste
72145-760,72145760,SP,Ribeirão Preto,Sudeste
37975-000,37975000,SP,São Paulo,Sudeste
25931-286,25931286,SP,Campinas,Sudeste
83045-170,83045170,SP,Sorocaba,Sudeste
25625-030,25625030,SP,Sorocaba,Sudeste
08673-210,8673210,SP,Santos,Sudeste
25745-071,25745071,SP,São Paulo,Sudeste
13051-105,13051105,SP,Sorocaba,Sudeste
56000-000,56000000,SP,São Paulo,Sudeste
03066-070,3066070,SP,São Paulo,Sudeste
06535-165,6535165,SP,Ribeirão Preto,Sudeste
13465-120,13465120,SP,São Paulo,Sudeste
46140-000,46140000,SP,São Paulo,Sudeste
08744-170,8744170,SP,São Paulo,Sudeste
93510-370,93510370,SP,São Paulo,Sudeste
04193-055,4193055,SP,São Paulo,Sudeste
13189-117,13189117,SP,São Paulo,Sudeste
04125-040,4125040,SP,São Paulo,Sudeste
78870-000,78870000,SP,São Paulo,Sudeste
06343-150,6343150,SP,São Paulo,Sudeste
83206-010,83206010,SP,São Paulo,Sudeste
38741-197,38741197,SP,São Paulo,Sudeste
78250-000,78250000,SP,São Paulo,Sudeste
13330-220,13330220,SP,São Paulo,Sudeste
18500-000,18500000,SP,São Paulo,Sudeste
46860-000,46860000,SP,São Paulo,Sudeste
71919-180,71919180,SP,São Paulo,Sudeste
04549-002,4549002,SP,Ribeirão Preto,Sudeste
06020-010,6020010,SP,São Paulo,Sudeste
60851-170,60851170,SP,São Paulo,Sudeste
28570-000,28570000,SP,São José dos Campos,Sudeste
07945-010,7945010,SP,São Paulo,Sudeste
78513-000,78513000,SP,São Paulo,Sudeste
29901-592,29901592,SP,São Paulo,Sudeste
20260-230,20260230,SP,São Paulo,Sudeste
29043-190,29043190,SP,São Paulo,Sudeste
29700-455,29700455,SP,São Paulo,Sudeste
50610-160,50610160,SP,Ribeirão Preto,Sudeste
24710-590,24710590,SP,São José dos Campos,Sudeste
56312-385,56312385,SP,São Paulo,Sudeste
27972-200,27972200,SP,Campinas,Sudeste
13100-064,13100064,SP,São Paulo,Sudeste
83326-190,83326190,SP,São Paulo,Sudeste
05396-090,5396090,SP,São Paulo,Sudeste
94547-073,94547,SP,São José dos Campos,Sudeste
13504-096,13504096,SP,São Paulo,Sudeste
03113-010,3113010,SP,São Paulo,Sudeste
55750-000,55750000,SP,São Paulo,Sudeste
50710-140,50710140,SP,São Paulo,Sudeste
15015-500,15015500,SP,São Paulo,Sudeste
75160-000,75160000,SP,São Paulo,Sudeste
50741-370,50741370,SP,São Paulo,Sudeste
69901-322,69901322,SP,Campinas,Sudeste
75912-034,75912034,SP,Santos,Sudeste
04194-260,4194260,SP,São Paulo,Sudeste
03828-110,3828110,SP,Campinas,Sudeste
13348-383,13348383,SP,São Paulo,Sudeste
06835-440,6835440,SP,São Paulo,Sudeste
20521-080,20521080,SP,São Paulo,Sudeste
29200-100,29200100,SP,São Paulo,Sudeste
44430-084,44430084,SP,São Paulo,Sudeste
85420-000,85420000,SP,São Paulo,Sudeste
39100-000,39100000,SP,São Paulo,Sudeste
21220-202,21220202,SP,São Paulo,Sudeste
69037-000,69037000,SP,São Paulo,Sudeste
04281-040,4281040,SP,São Paulo,Sudeste
68800-000,68800000,SP,São Paulo,Sudeste
81110-010,81110010,SP,São Paulo,Sudeste
38025-300,38025300,SP,Ribeirão Preto,Sudeste
22230-061,22230061,SP,São Paulo,Sudeste
29182-295,29182295,SP,Ribeirão Preto,Sudeste
04403-000,4403000,SP,São Paulo,Sudeste
08505-040,8505040,SP,São Paulo,Sudeste
05833-070,5833070,SP,São Paulo,Sudeste
78453-044,78453044,SP,São Paulo,Sudeste
40210-650,40210650,SP,São Paulo,Sudeste
14061-600,14061600,SP,São Paulo,Sudeste
06454-050,6454050,SP,São Paulo,Sudeste
04249-020,4249020,SP,São Paulo,Sudeste
14094-078,14094078,SP,São Paulo,Sudeste
82510-050,82510050,SP,São Paulo,Sudeste
93280-282,93280282,SP,São Paulo,Sudeste
48601-260,48601260,SP,Sorocaba,Sudeste
46445-000,46445000,SP,Campinas,Sudeste
09791-405,9791405,SP,Santos,Sudeste
08820-400,8820400,SP,São Paulo,Sudeste
71919-360,71919360,SP,São Paulo,Sudeste
35500-062,35500062,SP,São Paulo,Sudeste
06172-280,6172280,SP,São Paulo,Sudeste
30720-410,30720410,SP,Campinas,Sudeste
13401-831,13401831,SP,São Paulo,Sudeste
06852-050,6852050,SP,São Paulo,Sudeste
29645-000,29645000,SP,Santos,Sudeste
13630-295,13630295,SP,São Paulo,Sudeste
05767-001,5767001,SP,São Paulo,Sudeste
03813-140,3813140,SP,São Paulo,Sudeste
04549-001,4549001,SP,São Paulo,Sudeste
14026-330,14026330,SP,São Paulo,Sudeste
06404-326,6404326,SP,São Paulo,Sudeste
12903-801,12903801,SP,Santos,Sudeste
93890-000,93890000,SP,Sorocaba,Sudeste
31840-340,31840340,SP,São Paulo,Sudeste
59607-855,59607855,SP,São Paulo,Sudeste
93700-000,93700000,SP,São Paulo,Sudeste
11444-170,11444170,SP,São Paulo,Sudeste
55016-390,55016390,SP,Campinas,Sudeste
12415-400,12415400,SP,São Paulo,Sudeste
28911-030,28911030,SP,Ribeirão Preto,Sudeste
41098-030,41098030,SP,São Paulo,Sudeste
50771-335,50771335,SP,São Paulo,Sudeste
08664-015,8664015,SP,São Paulo,Sudeste
09271-040,9271040,SP,São Paulo,Sudeste
96211-080,96211080,SP,São Paulo,Sudeste
93115-270,93115270,SP,Campinas,Sudeste
30510-340,30510340,SP,São Paulo,Sudeste
92420-050,92420050,SP,São Paulo,Sudeste
08587-840,8587840,SP,São José dos Campos,Sudeste
14031-868,14031868,SP,São Paulo,Sudeste
78010-258,78010258,SP,São Paulo,Sudeste
12517-590,12517590,SP,São José dos Campos,Sudeste
15991-124,15991124,SP,São Paulo,Sudeste
89062-251,89062251,SP,São Paulo,Sudeste
53550-046,53550046,SP,Ribeirão Preto,Sudeste
88095-380,88095380,SP,Ribeirão Preto,Sudeste
01405-003,1405003,SP,Santos,Sudeste
13310-100,13310100,SP,São Paulo,Sudeste
73807-490,73807490,SP,Sorocaba,Sudeste
90460-210,90460210,SP,São Paulo,Sudeste
09371-076,9371076,SP,São Paulo,Sudeste
08020-220,8020220,SP,São Paulo,Sudeste
85960-250,85960250,SP,Campinas,Sudeste
13201-380,13201380,SP,São José dos Campos,Sudeste
70673-502,70673502,SP,São Paulo,Sudeste
04762-000,4762000,SP,São Paulo,Sudeste
06600-070,6600070,SP,São Paulo,Sudeste
74215-170,74215170,SP,São Paulo,Sudeste
01330-010,1330010,SP,São Paulo,Sudeste
01534-000,1534000,SP,São Paulo,Sudeste
04545-100,4545100,SP,São Paulo,Sudeste
13206-105,13206105,SP,São Paulo,Sudeste
05782-450,5782450,SP,São Paulo,Sudeste
57306-050,57306050,SP,Campinas,Sudeste
08122-240,8122240,SP,São Paulo,Sudeste
68600-000,68600000,SP,São Paulo,Sudeste
36902-395,36902395,SP,São Paulo,Sudeste
91760-110,91760110,SP,São Paulo,Sudeste
15090-500,15090500,SP,São Paulo,Sudeste
20540-092,20540092,SP,São Paulo,Sudeste
22271-091,22271091,SP,São Paulo,Sudeste
13025-080,13025080,SP,São Paulo,Sudeste
07250-000,7250000,SP,São Paulo,Sudeste
06620-000,6620000,SP,São Paulo,Sudeste
08536-405,8536405,SP,São Paulo,Sudeste
88780-000,88780000,SP,São Paulo,Sudeste
88220-000,88220000,SP,São Paulo,Sudeste
06780-210,6780210,SP,São Paulo,Sudeste
89562-400,89562400,SP,São Paulo,Sudeste
06420-130,6420130,SP,São Paulo,Sudeste
74310-210,74310210,SP,São Paulo,Sudeste
01241-000,1241000,SP,São Paulo,Sudeste
88020-001,88020001,SP,São Paulo,Sudeste
03085-010,3085010,SP,Ribeirão Preto,Sudeste
13163-100,13163100,SP,São Paulo,Sudeste
51020-210,51020210,SP,Ribeirão Preto,Sudeste
38037-850,38037850,SP,São Paulo,Sudeste
13213-270,13213270,SP,Sorocaba,Sudeste
42710-400,42710400,SP,Santos,Sudeste
13278-135,13278135,SP,São Paulo,Sudeste
01138-010,1138010,SP,São Paulo,Sudeste
89304-290,89304290,SP,São Paulo,Sudeste
13064-722,13064722,SP,São Paulo,Sudeste
66617-510,66617510,SP,Ribeirão Preto,Sudeste
14400-320,14400320,SP,Campinas,Sudeste
03069-020,3069020,SP,São Paulo,Sudeste
45450-000,45450000,SP,São Paulo,Sudeste
89302-380,89302380,SP,São Paulo,Sudeste
05847-540,5847540,SP,São Paulo,Sudeste
60421-075,60421075,SP,São Paulo,Sudeste
13145-731,13145731,SP,São Paulo,Sudeste
04518-000,4518000,SP,Ribeirão Preto,Sudeste
68380-000,68380000,SP,São Paulo,Sudeste
68903-419,68903419,SP,São Paulo,Sudeste
15920-000,15920000,SP,Santos,Sudeste
76824-420,76824420,SP,São Paulo,Sudeste
09132-330,9132330,SP,Santos,Sudeste
07500-000,7500000,SP,São Paulo,Sudeste
13990-000,13990000,SP,São Paulo,Sudeste
68470-000,68470000,SP,São Paulo,Sudeste
94180-220,94180220,SP,São Paulo,Sudeste
02146-010,2146010,SP,São Paulo,Sudeste
54410-010,54410010,SP,São Paulo,Sudeste
74475-353,74475353,SP,São Paulo,Sudeste
60736-132,60736132,SP,São Paulo,Sudeste
21361-470,21361470,SP,Sorocaba,Sudeste
18136-710,18136710,SP,Ribeirão Preto,Sudeste
04134-090,4134090,SP,São Paulo,Sudeste
05724-006,5724006,SP,Sorocaba,Sudeste
29162-070,29162070,SP,São José dos Campos,Sudeste
69915-296,69915296,SP,São Paulo,Sudeste
07190-033,7190033,SP,São Paulo,Sudeste
18603-490,18603490,SP,São Paulo,Sudeste
38405-280,38405280,SP,Ribeirão Preto,Sudeste
07024-170,7024170,SP,São Paulo,Sudeste
32675-786,32675786,SP,São Paulo,Sudeste
01403-001,1403001,SP,São Paulo,Sudeste
30882-190,30882190,SP,Sorocaba,Sudeste
68680-000,68680000,SP,São Paulo,Sudeste
30431-320,30431320,SP,São Paulo,Sudeste
14110-000,14110000,SP,São Paulo,Sudeste
18685-330,18685330,SP,São Paulo,Sudeste
55500-000,55500000,SP,São Paulo,Sudeste
20530-540,20530540,SP,São Paulo,Sudeste
12912-530,12912530,SP,São Paulo,Sudeste
07023-030,7023030,SP,Santos,Sudeste
08570-210,8570210,SP,São Paulo,Sudeste
37551-256,37551256,SP,São Paulo,Sudeste
21815-150,21815150,SP,São Paulo,Sudeste
29027-415,29027415,SP,São Paulo,Sudeste
80820-360,80820360,SP,São Paulo,Sudeste
13843-019,13843019,SP,São Paulo,Sudeste
05863-090,5863090,SP,São Paulo,Sudeste
29785-000,29785000,SP,São Paulo,Sudeste
13908-380,13908380,SP,São Paulo,Sudeste
08771-001,8771001,SP,Santos,Sudeste
49060-680,49060680,SP,São Paulo,Sudeste
13285-654,13285654,SP,São Paulo,Sudeste
92200-410,92200410,SP,Santos,Sudeste
13205-732,13205732,SP,São Paulo,Sudeste
13604-312,13604312,SP,São Paulo,Sudeste
18055-065,18055065,SP,São José dos Campos,Sudeste
14871-665,14871665,SP,São Paulo,Sudeste
09424-310,9424310,SP,São Paulo,Sudeste
03580-070,3580070,SP,São Paulo,Sudeste
68455-136,68455136,SP,Ribeirão Preto,Sudeste
57017-515,57017515,SP,Sorocaba,Sudeste
11030-020,11030020,SP,São Paulo,Sudeste
89248-000,89248000,SP,São Paulo,Sudeste
51030-620,51030620,SP,São Paulo,Sudeste
13085-702,13085702,SP,São Paulo,Sudeste
18203-440,18203440,SP,São Paulo,Sudeste
96760-000,96760000,SP,São Paulo,Sudeste
52050-420,52050420,SP,São Paulo,Sudeste
04754-080,4754080,SP,São Paulo,Sudeste
68700-020,68700020,SP,São Paulo,Sudeste
76825-500,76825500,SP,São Paulo,Sudeste
02929-100,2929100,SP,São Paulo,Sudeste
05027-000,5027000,SP,São Paulo,Sudeste
07160-170,7160170,SP,São Paulo,Sudeste
04295-001,4295001,SP,São Paulo,Sudeste
22610-300,22610300,SP,São Paulo,Sudeste
18150-000,18150000,SP,São Paulo,Sudeste
05635-070,5635070,SP,São Paulo,Sudeste
04107-020,4107020,SP,São Paulo,Sudeste
71930-750,71930750,SP,São Paulo,Sudeste
12420-500,12420500,SP,São Paulo,Sudeste
13104-300,13104300,SP,São Paulo,Sudeste
60415-065,60415065,SP,Campinas,Sudeste
13960-000,13960000,SP,São Paulo,Sudeste
03177-010,3177010,SP,São Paulo,Sudeste
04728-020,4728020,SP,São Paulo,Sudeste
78795-000,78795000,SP,São Paulo,Sudeste
75345-000,75345000,SP,São Paulo,Sudeste
35500-292,35500292,SP,São Paulo,Sudeste
09530-250,9530250,SP,São Paulo,Sudeste
80610-250,80610250,SP,São Paulo,Sudeste
28640-000,28640000,SP,São Paulo,Sudeste
38410-469,38410469,SP,São Paulo,Sudeste
43825-290,43825290,SP,São Paulo,Sudeste
09350-315,9350315,SP,São Paulo,Sudeste
01004-010,1004010,SP,São Paulo,Sudeste
70760-630,70760630,SP,São Paulo,Sudeste
70874-030,70874030,SP,São Paulo,Sudeste
81730-380,81730380,SP,São Paulo,Sudeste
44050-054,44050054,SP,São Paulo,Sudeste
08675-095,8675095,SP,São José dos Campos,Sudeste
04084-002,4084002,SP,São Paulo,Sudeste
14706-232,14706232,SP,São Paulo,Sudeste
17342-256,17342256,SP,São Paulo,Sudeste
38705-134,38705134,SP,São Paulo,Sudeste
18608-671,18608671,SP,São Paulo,Sudeste
70352-110,70352110,SP,São Paulo,Sudeste
42833-000,42833000,SP,São Paulo,Sudeste
05574-001,5574001,SP,São Paulo,Sudeste
04623-050,4623050,SP,São Paulo,Sudeste
13423-100,13423100,SP,Sorocaba,Sudeste
13142-102,13142102,SP,Sorocaba,Sudeste
75850-000,75850000,SP,São Paulo,Sudeste
20766-721,20766721,SP,Santos,Sudeste
14823-172,14823172,SP,São Paulo,Sudeste
06660-520,6660520,SP,São Paulo,Sudeste
54800-000,54800000,SP,São Paulo,Sudeste
24710-395,24710395,SP,São Paulo,Sudeste
76803-748,76803748,SP,São Paulo,Sudeste
38415-087,38415087,SP,São Paulo,Sudeste
40718-620,40718620,SP,São Paulo,Sudeste
37660-000,37660000,SP,São Paulo,Sudeste
07241-420,7241420,SP,São Paulo,Sudeste
01318-001,1318001,SP,São Paulo,Sudeste
93600-070,93600070,SP,Sorocaba,Sudeste
29303-384,29303384,SP,São Paulo,Sudeste
04514-030,4514030,SP,São Paulo,Sudeste
04220-002,4220002,SP,São Paulo,Sudeste
83709-420,83709420,SP,São Paulo,Sudeste
13189-137,13189137,SP,São Paulo,Sudeste
14357-302,14357302,SP,São Paulo,Sudeste
89283-105,89283105,SP,São Paulo,Sudeste
68430-000,68430000,SP,São Paulo,Sudeste
20921-050,20921050,SP,São Paulo,Sudeste
88058-525,88058525,SP,São Paulo,Sudeste
84010-350,84010350,SP,São Paulo,Sudeste
94940-260,94940260,SP,São Paulo,Sudeste
13311-390,13311390,SP,São Paulo,Sudeste
04775-160,4775160,SP,São Paulo,Sudeste
94495-120,94495120,SP,São Paulo,Sudeste
35430-191,35430191,SP,São Paulo,Sudeste
29104-180,29104180,SP,São Paulo,Sudeste
31070-070,31070070,SP,Santos,Sudeste
73368-700,73368700,SP,São Paulo,Sudeste
12929-373,12929373,SP,São Paulo,Sudeste
29216-100,29216100,SP,São Paulo,Sudeste
96211-020,96211020,SP,São Paulo,Sudeste
14810-744,14810744,SP,São Paulo,Sudeste
84025-510,84025510,SP,São Paulo,Sudeste
04015-002,4015002,SP,São Paulo,Sudeste
69900-688,69900688,SP,São José dos Campos,Sudeste
51021-140,51021140,SP,Campinas,Sudeste
13928-488,13928488,SP,São Paulo,Sudeste
09750-220,9750220,SP,São Paulo,Sudeste
55863-000,55863000,SP,São Paulo,Sudeste
89256-210,89256210,SP,Ribeirão Preto,Sudeste
49050-240,49050240,SP,São Paulo,Sudeste
66033-620,66033620,SP,São Paulo,Sudeste
06864-190,6864190,SP,São Paulo,Sudeste
23028-020,23028020,SP,São Paulo,Sudeste
28921-157,28921157,SP,São Paulo,Sudeste
29830-000,29830000,SP,São Paulo,Sudeste
29460-000,29460000,SP,Santos,Sudeste
09973-020,9973020,SP,São Paulo,Sudeste
71090-605,71090605,SP,São Paulo,Sudeste
29164-095,29164095,SP,São Paulo,Sudeste
05659-010,5659010,SP,São Paulo,Sudeste
13298-012,13298012,SP,Ribeirão Preto,Sudeste
35400-255,35400255,SP,São Paulo,Sudeste
75363-211,75363211,SP,São Paulo,Sudeste
07077-080,7077080,SP,São Paulo,Sudeste
89230-648,89230648,SP,São Paulo,Sudeste
85901-130,85901130,SP,São Paulo,Sudeste
96200-380,96200380,SP,São Paulo,Sudeste
74430-020,74430020,SP,São Paulo,Sudeste
59064-390,59064390,SP,São Paulo,Sudeste
09891-570,9891570,SP,Santos,Sudeste
69900-688,69900688,SP,São Paulo,Sudeste
70292-070,70292070,SP,São Paulo,Sudeste
02998-260,2998260,SP,São Paulo,Sudeste
14096-490,14096490,SP,São Paulo,Sudeste
59070-100,59070100,SP,São Paulo,Sudeste
12237-828,12237828,SP,São Paulo,Sudeste
32671-120,32671120,SP,São Paulo,Sudeste
01216-011,1216011,SP,São Paulo,Sudeste
70377-010,70377010,SP,São Paulo,Sudeste
04365-000,4365000,SP,Sorocaba,Sudeste
89580-000,89580000,SP,São Paulo,Sudeste
74484-050,74484050,SP,São Paulo,Sudeste
18195-000,18195000,SP,São Paulo,Sudeste
06626-020,6626020,SP,São Paulo,Sudeste
09121-360,9121360,SP,São Paulo,Sudeste
71070-654,71070654,SP,São Paulo,Sudeste
18160-000,18160000,SP,São Paulo,Sudeste
85911-240,85911240,SP,São Paulo,Sudeste
29090-010,29090010,SP,São Paulo,Sudeste
31565-480,31565480,SP,São Paulo,Sudeste
32675-812,32675812,SP,São Paulo,Sudeste
31950-090,31950090,SP,São Paulo,Sudeste
